-6.204041089999999814e-01,1.561097372455809786e-23
-6.201599683749999814e-01,1.609821350193634481e-23
-6.199158277499999814e-01,1.626292686214747350e-23
-6.196716871249999814e-01,1.612730147361265485e-23
-6.194275464999999814e-01,1.568223178173035437e-23
-6.191834058749999814e-01,1.491967404046350234e-23
-6.189392652499999814e-01,1.386328401632062097e-23
-6.186951246249999814e-01,1.258214296893475105e-23
-6.184509839999999814e-01,1.118193275558425067e-23
-6.182068433749999814e-01,9.781338427932957353e-24
-6.179627027499999814e-01,8.489663211666446173e-24
-6.177185621249999814e-01,7.396158944440063186e-24
-6.174744214999999814e-01,6.569685260894198527e-24
-6.172302808749999814e-01,6.062455999558611676e-24
-6.169861402499999814e-01,5.913929804660142373e-24
-6.167419996249999814e-01,6.151806735759796343e-24
-6.164978589999999814e-01,6.786997328548556374e-24
-6.162537183749999814e-01,7.804294733767431838e-24
-6.160095777499999814e-01,9.156260370097867909e-24
-6.157654371249999814e-01,1.076548365769850978e-23
-6.155212964999999814e-01,1.253290020322917540e-23
-6.152771558749999814e-01,1.434788999195327165e-23
-6.150330152499999814e-01,1.609926889127837451e-23
-6.147888746249999814e-01,1.768627702898994833e-23
-6.145447339999999814e-01,1.902560653790023944e-23
-6.143005933749999814e-01,2.005247647276470426e-23
-6.140564527499999814e-01,2.071944756075605693e-23
-6.138123121249999814e-01,2.099676731522248605e-23
-6.135681714999999814e-01,2.087290608930155358e-23
-6.133240308749999814e-01,2.035308722608129545e-23
-6.130798902499999814e-01,1.945770213015717863e-23
-6.128357496249999814e-01,1.822267803621702774e-23
-6.125916089999999814e-01,1.669938025854282853e-23
-6.123474683749999814e-01,1.495127844024347887e-23
-6.121033277499999814e-01,1.304932280641713507e-23
-6.118591871249999814e-01,1.106879945281441601e-23
-6.116150464999999814e-01,9.085934939901830051e-24
-6.113709058749999814e-01,7.171638413635020214e-24
-6.111267652499999814e-01,5.384438513774898252e-24
-6.108826246249999814e-01,3.766096540634554476e-24
-6.106384839999999814e-01,2.339155515363919384e-24
